review_id,review,rating,date,bank,source
08d41b8d-c5f5-4ca9-9287-9ae8294cf0e6,"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",4,2025-06-06,CBE,Google Play
747a0d8f-7f36-41ca-b377-f9f687ac2eec,what is this app problem???,1,2025-06-05,CBE,Google Play
64b198ae-91c6-40d4-ba3c-229f97e01c98,the app is proactive and a good connections.,5,2025-06-05,CBE,Google Play
828c5fcd-f084-4e57-ad56-201735b8e413,I cannot send to cbebirr app. through this app.,3,2025-06-05,CBE,Google Play
46f43687-fa3d-434f-98c1-383d691a4223,good,4,2025-06-05,CBE,Google Play
92bd0c0a-bbe3-497d-9963-263a5ca93efb,not functional,1,2025-06-05,CBE,Google Play
396dad3b-1f6b-4f50-8c6d-0293feaf9e97,"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,CBE,Google Play
7a39aca3-acc6-42e9-b91c-ebc7382ef23f,አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,CBE,Google Play
58dc8cd8-896c-47b6-8d8e-c05e9f7af4fd,best,5,2025-06-04,CBE,Google Play
ed4eb064-6fe6-4c5f-8436-05c9ee3641c7,bezabih,5,2025-06-04,CBE,Google Play
7c2e2e1a-16d8-4467-acd9-388bae0311e8,Best Mobile Banking app ever,5,2025-06-04,CBE,Google Play
531d03e8-0b11-4188-9b65-f1fd66ceb1c3,good,5,2025-06-04,CBE,Google Play
58914b15-cc76-4efe-a0f8-c631dc545bce,it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,CBE,Google Play
b69a7a1b-1955-4657-bb3c-7018b89f00d4,Good,5,2025-06-04,CBE,Google Play
3ea307ee-2f00-4c8d-bd3e-6da79fd3fcfd,👌👍,5,2025-06-04,CBE,Google Play
0d4aa2d9-5a2d-4da4-8ec1-0b02b17a7008,very niec,5,2025-06-04,CBE,Google Play
dd8807ce-8762-49bc-ab2b-299945d1fa75,best app of finance,5,2025-06-04,CBE,Google Play
6d1912aa-0d47-4ffa-b806-58c7fb54bbfc,yetemeta,1,2025-06-03,CBE,Google Play
74b72d09-747a-4dc4-b3d7-de67497d8760,Engida Kebede Fetera,5,2025-06-03,CBE,Google Play
e0c69ead-7e1d-4d69-be61-fed0cf7d1150,good,5,2025-06-03,CBE,Google Play
e551bfed-781b-47b7-9f91-bf469ef82599,it is not safety,1,2025-06-03,CBE,Google Play
c1152832-2dfa-479b-89ad-3cab3d43ebd8,NICE bank,5,2025-06-03,CBE,Google Play
f29de019-1d6d-4cb7-a835-5126d053da9a,it is like a childish app make it better the worst I have ever seen,1,2025-06-02,CBE,Google Play
986ad430-02d6-4cd8-a2cd-437378816dd3,"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,CBE,Google Play
055e9e63-91a2-4175-8c30-674e6b420f6d,It's good but try to make it facilitate for your client,4,2025-06-02,CBE,Google Play
14f7af3f-f45e-41d6-a583-cb49eac9b58c,best app,5,2025-06-01,CBE,Google Play
6691bc8a-c7b5-4497-9f7b-22f4a40237ef,Awesome bank,5,2025-06-01,CBE,Google Play
fa6e98bc-0a2e-4009-97fb-449b05b08263,this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,CBE,Google Play
b84f1fc8-d68a-4b7c-a26a-4a1891f31eab,Masha alla,5,2025-05-31,CBE,Google Play
f5e52b01-bae9-455a-be86-4618ed9c8b5e,"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,CBE,Google Play
9e955d71-62a2-4697-bbab-c380e2f0b024,better service,5,2025-05-31,CBE,Google Play
6ca6d9cf-3322-44ae-b7ce-7927aa022257,"it,s good app and time manager 👍",5,2025-05-30,CBE,Google Play
89429b30-111a-4f8c-83da-be8ff77f52f6,malkaamuu Jiidhaa Namoo,5,2025-05-30,CBE,Google Play
6e887f2a-ae61-4916-a618-6974354663b0,lower system everything,3,2025-05-30,CBE,Google Play
dfc6f2a1-8db2-4b28-bd39-344b698dc36e,Nice!,5,2025-05-30,CBE,Google Play
c4d67fac-dee6-4f94-97b7-09d18fadd72f,Keep it up My CBE,5,2025-05-29,CBE,Google Play
525b3bd9-5995-41e2-8bf5-43f82eb77c03,yes good,5,2025-05-28,CBE,Google Play
bbeb7721-1983-4c0e-9549-4b4cef7e88fc,"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,CBE,Google Play
4ef775e1-6811-4b2b-a4a8-e4ded0b2fc2e,i like everything of this app,5,2025-05-27,CBE,Google Play
583367c8-5256-42a8-8653-a3dda0244d90,good,5,2025-05-27,CBE,Google Play
31a5286c-c42b-412d-a108-42427a86e3a0,🤬🤬🤬🤬 network 🛜,1,2025-05-26,CBE,Google Play
37efa745-9709-4b47-91e1-918daee36977,Best,5,2025-05-26,CBE,Google Play
18448791-8222-4f96-b9aa-701f406473f3,CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,CBE,Google Play
5d7115e6-fea0-4f03-9286-d0abadc13f58,nice,5,2025-05-26,CBE,Google Play
e1d115b8-1cfc-4166-846a-63dbdb9d8810,good job,5,2025-05-26,CBE,Google Play
cfa1f3c8-779e-47db-b196-889c35528a41,Good,5,2025-05-25,CBE,Google Play
2636af09-9bdb-41db-bd7f-a3bfcc032480,it's awesome!!,5,2025-05-25,CBE,Google Play
1eb306a0-4029-4976-b8fd-de1b92f26f63,best,5,2025-05-25,CBE,Google Play
44d0e43a-fa91-4ffe-bb31-20de1a9f2383,thankyou every one,5,2025-05-25,CBE,Google Play
2f1ba3b2-3583-4473-a5f1-c78d0d1cf9db,best app,5,2025-05-25,CBE,Google Play
62ed17fd-bfb6-4c6e-8229-6e294dc945b8,Ronaldo 🇵🇹 🥇,5,2025-05-25,CBE,Google Play
0f613cc8-1414-48ce-af76-ae39cd4644fd,"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,CBE,Google Play
1997427a-4026-4d70-9a23-7dca56ca9868,"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,CBE,Google Play
9801eee0-f05a-40ba-8434-04dabf9d1e50,mortuary app,5,2025-05-25,CBE,Google Play
1a5d0f44-5152-452c-a25f-9923e3746dca,it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,CBE,Google Play
328f622f-23cf-413c-8127-707c1cc965ba,amazing app I am used this app for one year,4,2025-05-24,CBE,Google Play
e254d70a-29ac-4e21-b6b6-caa4bbcc8420,👍,5,2025-05-24,CBE,Google Play
b9aaa089-a6c8-4dc9-a8ba-018f3a869f36,good app,5,2025-05-24,CBE,Google Play
5a4f6561-e6e1-487d-8ab0-c23c55d2ac4e,i love it 😍😘,5,2025-05-24,CBE,Google Play
8b99db03-2515-4d62-b65a-979673d7f1e5,It makes life easy!👌,5,2025-05-24,CBE,Google Play
6a41ac42-5bb6-4edd-a12e-1d554fe407ba,its not fast,1,2025-05-24,CBE,Google Play
dbe11481-676a-4338-b996-b69ee7adcadb,wow,4,2025-05-24,CBE,Google Play
a9089e2c-c2fb-4ee8-911a-24f382c94bc2,it is sooo good,5,2025-05-24,CBE,Google Play
e820af13-c898-4ed1-b06d-5f937dd37986,excellent,5,2025-05-24,CBE,Google Play
67157a83-7be7-4025-9e8a-979c2504d41d,ok,1,2025-05-24,CBE,Google Play
ecd1c6d9-e30f-4877-8c51-4b80e631fbbf,Fantastic,5,2025-05-23,CBE,Google Play
55f2de02-67cc-4638-8784-dbb8c652cd26,accessible to using,5,2025-05-23,CBE,Google Play
0e82296f-c3d5-4aec-96fa-143ca22637b0,I like it,4,2025-05-23,CBE,Google Play
f432fb89-d834-44d5-b5ad-cfc033b46de9,good,5,2025-05-23,CBE,Google Play
4949d22e-6b27-44e0-9946-61471f99b422,why you change default network?,5,2025-05-23,CBE,Google Play
500cbbb7-c789-4661-951c-ca6b4c64156c,very nice 👍,5,2025-05-23,CBE,Google Play
4a12ebf7-f2e8-4a3b-b058-dfea6c289db8,nice fast app,5,2025-05-23,CBE,Google Play
