review_id,review,rating,date,bank,source
604ccf20-0fa3-47a3-bfb9-89718980b156,it's not working,3,2025-06-05,BOA,Google Play
729925a5-e8ff-4ae2-b1e0-7270cca1bce7,"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play
782633d0-5926-4b06-bc61-56e0ed7cd56e,exceptional,5,2025-06-03,BOA,Google Play
1019ab97-ed52-40b8-9459-15d3b547b932,BoA Mobile good bank,5,2025-06-02,BOA,Google Play
c36c67ee-c114-4542-b884-3aec47ebf6ba,this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play
1bcadad9-b26d-4a3a-8b98-ceafeb9a6c49,This App is not interest for Android phone Please update it .,1,2025-06-01,BOA,Google Play
811c886c-1b95-4222-923e-f76aebd22909,BoA system is confartable,5,2025-06-01,BOA,Google Play
bf9c8bb0-1090-4f26-a07a-e007834a46fa,very nice Abyssinia bank is choice all,5,2025-05-31,BOA,Google Play
59e4d67d-4bbd-4ef6-b7d2-7d5d51d51b7e,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play
62ccf3d6-29ee-4999-ac7a-785974e06f3f,Good service.,3,2025-05-25,BOA,Google Play
eaba302a-1e88-4d3f-bb6b-3df70b9497c1,the app crush frequently,1,2025-05-24,BOA,Google Play
34b5253a-1f27-4214-9c95-141fc64497bb,good,5,2025-05-22,BOA,Google Play
cba60fc9-ef28-4f59-9e13-4016e6ee7ee8,You guys keeps getting worst,1,2025-05-22,BOA,Google Play
4b33ebd5-c314-4ba3-859a-ac37f5cafbcb,good,5,2025-05-21,BOA,Google Play
e29b8bac-b80c-4cba-a83e-ce4bc4c5663a,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play
2593471e-7d80-45ac-ad5e-abe455878bbd,BoA,2,2025-05-20,BOA,Google Play
4c07f4a5-4cc3-449f-b235-600d6a9e64d8,good,5,2025-05-20,BOA,Google Play
a23ab7b2-726e-42a5-87bc-3ec310318ce2,but not opening on android,4,2025-05-19,BOA,Google Play
2469a170-44d3-42a6-a14d-a5b10e8dae92,Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play
90f6a767-2b77-487a-8bcd-0d3221005fc0,amazing,5,2025-05-18,BOA,Google Play
b9c6772f-d22c-4065-b56b-d38b3381ddf8,excellent app,4,2025-05-16,BOA,Google Play
40818eb1-81c2-4847-99e9-2d1728dedb1d,excellent,5,2025-05-15,BOA,Google Play
12e50655-97d5-4873-9942-9fe3a22c1d8d,ሞላዬ ከበደ,5,2025-05-14,BOA,Google Play
70fff6ae-5e27-4bda-a017-f875943aa496,"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play
d6fd7d84-f688-472d-a289-e5716cefc38a,nice,5,2025-05-10,BOA,Google Play
